City,date,AvgTemperature,PredictedTemps
BridgeportConnecticut,2019-12-08,35.285714285714285,37.12977138179148
BridgeportConnecticut,2019-12-15,41.82857142857143,36.73674726007789
BridgeportConnecticut,2019-12-22,28.971428571428568,37.57440468225752
BridgeportConnecticut,2019-12-29,40.17142857142857,32.08892932066455
BridgeportConnecticut,2020-01-05,40.67142857142857,28.226156239213616
BridgeportConnecticut,2020-01-12,40.48571428571428,32.09975028070886
BridgeportConnecticut,2020-01-19,36.39999999999999,31.027382966052635
BridgeportConnecticut,2020-01-26,32.01428571428571,33.08752580725252
BridgeportConnecticut,2020-02-02,36.285714285714285,32.05936180738346
BridgeportConnecticut,2020-02-09,38.385714285714286,31.96756555165629
BridgeportConnecticut,2020-02-16,35.81428571428572,33.89594536098129
BridgeportConnecticut,2020-02-23,36.2,37.04927501853082
BridgeportConnecticut,2020-03-01,38.74285714285714,38.07593653575499
BridgeportConnecticut,2020-03-08,43.18571428571429,41.251729309593806
BridgeportConnecticut,2020-03-15,47.8,40.16113592365012
BridgeportConnecticut,2020-03-22,43.57142857142858,42.54464828514748
BridgeportConnecticut,2020-03-29,44.42857142857143,46.36056018395076
BridgeportConnecticut,2020-04-05,46.77142857142858,47.66104071851094
BridgeportConnecticut,2020-04-12,49.17142857142857,52.14273861985212
BridgeportConnecticut,2020-04-19,47.51428571428572,52.758811093942654
BridgeportConnecticut,2020-04-26,46.471428571428575,55.414402638749046
BridgeportConnecticut,2020-05-03,52.91428571428571,57.9992654981693
BridgeportConnecticut,2020-05-10,50.957142857142856,59.21952265360918
BridgeportConnecticut,2020-05-17,51.03333333333333,62.63979330059128
Budapest,2018-05-27,67.25714285714285,63.112055658759374
Budapest,2018-06-03,72.31428571428572,67.8658758047991
Budapest,2018-06-10,71.88571428571427,69.00795791186619
Budapest,2018-06-17,70.75714285714287,69.2362908475006
Budapest,2018-06-24,67.9,69.9098739757646
Budapest,2018-07-01,65.72857142857143,72.01458014380812
Budapest,2018-07-08,69.05714285714285,72.59709601590201
Budapest,2018-07-15,70.35714285714286,71.6180986906855
Budapest,2018-07-22,72.54285714285713,72.54218494528838
Budapest,2018-07-29,75.38571428571427,71.3493157840425
Budapest,2018-08-05,77.55714285714286,73.38520288433534
Budapest,2018-08-12,77.07142857142857,70.05512887343583
Budapest,2018-08-19,74.77142857142857,68.2525363719543
Budapest,2018-08-26,73.25714285714285,65.61485300590815
Budapest,2018-09-02,68.78571428571429,65.04908244807883
Budapest,2018-09-09,67.02857142857142,61.51357937011185
Budapest,2018-09-16,67.74285714285715,61.86471995203036
Budapest,2018-09-23,64.4857142857143,57.10271892408207
Budapest,2018-09-30,50.22857142857144,53.815948610904
Budapest,2018-10-07,51.91428571428571,50.56578092835081
Budapest,2018-10-14,58.12857142857143,50.936923884235405
Budapest,2018-10-21,55.65714285714286,47.98735654887369
Budapest,2018-10-28,53.6,45.40005191259268
Budapest,2018-11-04,58.8,44.046184572892216
Budapest,2018-11-11,47.257142857142846,42.79656125146558
Budapest,2018-11-18,46.175,39.848740783784464
Budapest,2018-11-25,40.55714285714286,37.21309684077705
Budapest,2018-12-02,32.1,34.1300160331894
Budapest,2018-12-09,35.9,32.05045113098057
Budapest,2018-12-16,31.657142857142848,33.24744489411638
Budapest,2018-12-23,26.214285714285715,31.709325078939536
Budapest,2018-12-30,38.471428571428575,32.128484061515934
Budapest,2019-01-06,31.657142857142865,32.198119829059294
Budapest,2019-01-13,27.042857142857144,33.29266508463055
Budapest,2019-01-20,35.50000000000001,31.136314672554043
Budapest,2019-01-27,26.966666666666665,30.55729606274879
Budapest,2019-02-03,36.62857142857143,33.74951644523188
Budapest,2019-02-10,34.42857142857142,35.46625802462924
Budapest,2019-02-17,38.04285714285714,36.04543081884605
Budapest,2019-02-24,36.71428571428572,38.9804171672976
Budapest,2019-03-03,43.8,39.36076050777196
Budapest,2019-03-10,50.4,43.6402255837934
Budapest,2019-03-17,44.22857142857144,45.60854643816097
Budapest,2019-03-24,46.58571428571428,45.897352120818006
Budapest,2019-03-31,47.285714285714285,51.19526929420376
Budapest,2019-04-07,53.31428571428571,53.08020918372231
Budapest,2019-04-14,54.17142857142858,56.32982101513621
Budapest,2019-04-21,54.54285714285715,57.43438743010868
Budapest,2019-04-28,58.316666666666656,58.87427157953415
Budapest,2019-05-05,55.371428571428574,62.23412043165198
Budapest,2019-05-12,53.35714285714285,61.815309783570775
Budapest,2019-05-19,52.36666666666667,63.29708464136644
Budapest,2019-05-26,61.02857142857143,63.63970824531575
Budapest,2019-06-02,63.17142857142858,68.13522505505871
Budapest,2019-06-09,69.89999999999999,69.20307470633871
Budapest,2019-06-16,77.94285714285715,69.35270318257707
Budapest,2019-06-23,71.9857142857143,69.87902235281294
Budapest,2019-06-30,75.74285714285713,72.03390269797373
Budapest,2019-07-07,74.4857142857143,72.61533917435105
Budapest,2019-07-14,64.14285714285714,71.65591951377462
Budapest,2019-07-21,70.28571428571429,72.5018886249316
Budapest,2019-07-28,73.48571428571428,71.3904178852618
Budapest,2019-08-04,71.78571428571429,73.23157771292696
Budapest,2019-08-11,74.38571428571427,69.99595112954455
Budapest,2019-08-18,69.39999999999999,68.18612846218345
Budapest,2019-08-25,75.88571428571427,65.5783019226623
Budapest,2019-09-01,76.84285714285714,65.00826297543232
Budapest,2019-09-08,65.37142857142858,61.48486408187059
Budapest,2019-09-15,63.5,61.838800897949234
Budapest,2019-09-22,56.285714285714285,57.13386982094532
Budapest,2019-09-29,60.82857142857143,53.78888878262358
Budapest,2019-10-06,55.62857142857143,50.52108259933356
Budapest,2019-10-13,53.18571428571429,50.88186138076366
Budapest,2019-10-20,58.08571428571429,47.898404531806406
Budapest,2019-10-27,57.17142857142856,45.33645950783896
Budapest,2019-11-03,46.02857142857143,44.03317930789604
Budapest,2019-11-10,50.22857142857144,42.729702241119455
Budapest,2019-11-17,50.342857142857135,39.843912915767504
Budapest,2019-11-24,47.57142857142858,37.12877474572398
Budapest,2019-12-01,41.31428571428571,34.14606343070122
Budapest,2019-12-08,31.000000000000004,31.984274636188367
Budapest,2019-12-15,38.18571428571429,33.14226999326152
Budapest,2019-12-22,45.5,31.70357009306832
Budapest,2019-12-29,39.18571428571429,32.02963736850607
Budapest,2020-01-05,30.54285714285714,32.051421819518374
Budapest,2020-01-12,27.0,33.19098185904102
Budapest,2020-01-19,28.542857142857144,31.112784594201266
Budapest,2020-01-26,29.24285714285714,30.51243629604153
Budapest,2020-02-02,40.471428571428575,33.65004665555312
